RA,IAA,IEG,IPS,math,portuguese,lag,IAA__minus_1,IEG__minus_1,IPS__minus_1,math__minus_1,portuguese__minus_1,lag__minus_1,IAA__minus_2,IEG__minus_2,IPS__minus_2,math__minus_2,portuguese__minus_2,lag__minus_2,years
RA-1420,"7,9","5,5","6,3","5,0","4,0",-2,,,,,,,,,,,,,1
RA-1421,"9,0","6,8","7,5","8,0","7,0",-1,,,,,,,,,,,,,1
RA-1422,"9,5","7,5","7,5","0,0","9,5",-1,,,,,,,,,,,,,1
RA-1423,"8,5","5,3","7,5","4,0","7,5",-1,,,,,,,,,,,,,1
RA-1424,"9,0","8,9","7,5","7,5","7,0",-1,,,,,,,,,,,,,1
RA-1425,"9,0","6,8","7,5","6,0","8,0",-1,,,,,,,,,,,,,1
RA-1426,"9,5","5,8","7,5","5,5","0,0",-1,,,,,,,,,,,,,1
RA-1427,"9,5","10,0","7,5","6,5","9,5",-1,,,,,,,,,,,,,1
RA-1428,"8,5","8,9","7,5","7,0","9,0",-1,,,,,,,,,,,,,1
RA-1429,"9,5","8,9","7,5","8,5","7,0",-1,,,,,,,,,,,,,1
RA-1430,"8,5","10,0","7,5","6,0","6,5",-1,,,,,,,,,,,,,1
RA-1431,"9,0","7,7","7,5","8,0","8,0",-1,,,,,,,,,,,,,1
RA-1432,"10,0","10,0","7,5","10,0","9,0",-1,,,,,,,,,,,,,1
RA-1433,"8,5","9,1","7,5","8,0","9,5",-1,,,,,,,,,,,,,1
RA-1434,"8,5","8,0","6,3","10,0","8,0",-1,,,,,,,,,,,,,1
RA-1435,"9,5","7,8","7,5","7,5","7,5",0,,,,,,,,,,,,,1
RA-1436,"7,4","8,7","7,5","8,0","8,0",-1,,,,,,,,,,,,,1
RA-1437,"8,5","9,3","7,5","8,0","8,0",-1,,,,,,,,,,,,,1
RA-1438,"10,0","9,0","7,5","6,0","8,0",-1,,,,,,,,,,,,,1
RA-1439,"7,5","10,0","7,5","9,0","8,0",-1,,,,,,,,,,,,,1
RA-1440,"9,0","9,5","7,5","9,0","0,0",-1,,,,,,,,,,,,,1
RA-1441,"9,5","9,1","7,5","9,0","8,0",0,,,,,,,,,,,,,1
RA-1442,"8,0","8,7","7,5","8,5","6,0",-2,,,,,,,,,,,,,1
RA-1443,"6,9","7,5","6,3","6,5","7,0",-2,,,,,,,,,,,,,1
RA-1444,"8,5","5,3","7,5","8,0","4,0",-1,,,,,,,,,,,,,1
RA-1445,"9,5","9,5","7,5","6,5","8,0",-1,,,,,,,,,,,,,1
RA-1446,"8,0","6,7","6,3","0,0","0,0",0,,,,,,,,,,,,,1
RA-1447,"9,5","9,7","7,5","6,5","4,0",-1,,,,,,,,,,,,,1
RA-1448,"9,0","9,5","7,5","6,0","6,0",-2,,,,,,,,,,,,,1
RA-1449,"7,4","8,3","7,5","6,5","7,0",-1,,,,,,,,,,,,,1
RA-1450,"9,5","8,6","7,5","0,0","7,0",0,,,,,,,,,,,,,1
RA-1451,"10,0","8,8","7,5","6,0","6,0",-1,,,,,,,,,,,,,1
RA-1452,"9,0","10,0","7,5","7,0","8,5",0,,,,,,,,,,,,,1
RA-1453,"8,5","7,8","6,3","4,5","8,5",-1,,,,,,,,,,,,,1
RA-1454,"8,0","5,9","7,5","7,5","8,0",0,,,,,,,,,,,,,1
RA-1456,"9,5","9,5","7,5","5,5","10,0",0,,,,,,,,,,,,,1
RA-1457,"3,5","8,0","7,5","2,5","3,0",-1,,,,,,,,,,,,,1
RA-1458,"8,8","7,3","7,5","0,5","6,0",-1,,,,,,,,,,,,,1
RA-1459,"8,0","8,3","7,5","2,0","5,5",-1,,,,,,,,,,,,,1
RA-1460,"9,5","7,5","7,5","2,5","4,0",0,,,,,,,,,,,,,1
RA-1461,"10,0","9,3","7,5","0,5","5,0",-1,,,,,,,,,,,,,1
RA-1462,"8,5","10,0","7,5","6,0","7,0",-1,,,,,,,,,,,,,1
RA-1463,"8,5","9,7","7,5","10,0","10,0",0,,,,,,,,,,,,,1
RA-1464,"8,0","7,8","7,5","4,0","8,5",-1,,,,,,,,,,,,,1
RA-1465,"7,4","8,8","7,5","5,0","6,5",-1,,,,,,,,,,,,,1
RA-1466,"10,0","7,4","7,5","7,0","8,0",0,,,,,,,,,,,,,1
RA-1467,"9,0","9,0","7,5","9,0","9,5",0,,,,,,,,,,,,,1
RA-1468,"8,5","9,0","7,5","4,5","9,5",0,,,,,,,,,,,,,1
RA-1469,"8,5","9,4","7,5","6,0","3,5",-1,,,,,,,,,,,,,1
RA-1470,"8,0","6,4","6,3","5,0","5,0",-1,,,,,,,,,,,,,1
RA-1471,"10,0","7,2","7,5","8,0","7,0",-1,,,,,,,,,,,,,1
RA-1472,"8,5","10,0","7,5","9,0","8,5",0,,,,,,,,,,,,,1
RA-1473,"9,5","8,4","5,6","6,0","4,5",-1,,,,,,,,,,,,,1
RA-1474,"8,0","8,0","5,6","7,0","8,0",0,,,,,,,,,,,,,1
RA-1475,"9,0","8,1","7,5","7,0","3,0",0,,,,,,,,,,,,,1
RA-1476,"9,5","10,0","5,6","8,0","9,0",0,,,,,,,,,,,,,1
RA-1477,"8,0","8,0","7,5","5,0","5,0",0,,,,,,,,,,,,,1
RA-1478,"8,0","6,7","6,3","4,0","4,5",0,,,,,,,,,,,,,1
RA-1479,"8,5","6,2","7,5","4,0","4,5",0,,,,,,,,,,,,,1
RA-1481,"8,5","8,8","7,5","4,0","5,5",-1,,,,,,,,,,,,,1
RA-1482,"8,5","5,0","7,5","0,0","0,0",-1,,,,,,,,,,,,,1
RA-1483,"9,5","7,9","7,5","6,0","7,0",0,,,,,,,,,,,,,1
RA-1484,"9,0","10,0","6,3","5,0","9,0",-1,,,,,,,,,,,,,1
RA-1485,"9,0","7,7","5,6","5,0","5,0",-1,,,,,,,,,,,,,1
RA-1486,"8,0","5,4","6,3","6,0","5,5",0,,,,,,,,,,,,,1
RA-1487,"10,0","9,6","6,3","7,0","9,5",-1,,,,,,,,,,,,,1
RA-1488,"8,0","7,1","7,5","7,0","0,0",0,,,,,,,,,,,,,1
RA-1489,"9,0","5,8","6,3","5,0","5,0",-1,,,,,,,,,,,,,1
RA-1490,"8,5","9,6","6,3","8,0","7,5",-1,,,,,,,,,,,,,1
RA-1491,"9,0","6,3","7,5","6,0","7,0",0,,,,,,,,,,,,,1
RA-1492,"8,0","8,8","7,5","6,0","10,0",1,,,,,,,,,,,,,1
RA-1493,"8,5","7,8","7,5","3,5","4,5",-1,,,,,,,,,,,,,1
RA-1494,"0,0","6,8","7,5","8,5","0,0",0,,,,,,,,,,,,,1
RA-1495,"9,0","8,3","7,5","8,5","8,0",0,,,,,,,,,,,,,1
RA-1496,"9,0","5,7","7,5","2,5","6,0",0,,,,,,,,,,,,,1
RA-1497,"0,0","5,0","7,5","4,0","0,0",0,,,,,,,,,,,,,1
RA-1498,"8,5","7,8","7,5","5,0","9,0",-1,,,,,,,,,,,,,1
RA-1499,"8,4","9,3","6,9","6,0","7,0",0,,,,,,,,,,,,,1
RA-1500,"9,5","8,3","6,9","2,0","5,0",0,,,,,,,,,,,,,1
RA-1501,"9,5","10,0","7,5","4,5","5,5",0,,,,,,,,,,,,,1
RA-1502,"8,0","7,6","7,5","3,5","7,0",-1,,,,,,,,,,,,,1
RA-1503,"7,5","10,0","7,5","3,0","2,5",-1,,,,,,,,,,,,,1
RA-1504,"7,5","4,6","5,6","5,0","8,5",-1,,,,,,,,,,,,,1
RA-1505,"9,5","7,5","7,5","3,0","4,5",-1,,,,,,,,,,,,,1
RA-1506,"8,0","8,4","7,5","0,0","7,0",0,,,,,,,,,,,,,1
RA-1507,"6,9","4,4","7,5","5,0","5,0",-1,,,,,,,,,,,,,1
RA-1508,"7,5","7,2","7,5","10,0","8,5",0,,,,,,,,,,,,,1
RA-1509,"8,5","6,5","7,5","7,0","8,0",0,,,,,,,,,,,,,1
RA-1510,"10,0","9,8","7,5","10,0","10,0",0,,,,,,,,,,,,,1
RA-1511,"10,0","9,3","7,5","8,0","9,5",0,,,,,,,,,,,,,1
RA-1512,"9,5","10,0","7,5","7,0","4,0",0,,,,,,,,,,,,,1
RA-1513,"8,5","7,5","7,5","4,0","3,5",-1,,,,,,,,,,,,,1
RA-1514,"9,0","8,0","7,5","5,0","6,0",0,,,,,,,,,,,,,1
RA-1515,"6,4","6,7","6,3","6,0","1,0",-1,,,,,,,,,,,,,1
RA-1516,"9,6","5,4","9,4","0,0","5,0",3,,,,,,,,,,,,,1
RA-1517,"9,2","4,3","9,4","5,0","4,5",-1,,,,,,,,,,,,,1
RA-1518,"7,1","5,7","9,4","0,0","3,5",-1,,,,,,,,,,,,,1
RA-1519,"9,6","5,6","8,8","0,0","6,5",3,,,,,,,,,,,,,1
RA-1520,"8,3","9,1","8,8","4,0","3,5",-1,,,,,,,,,,,,,1
RA-1521,"7,5","6,2","2,5","2,0","5,5",-1,,,,,,,,,,,,,1
RA-1522,"8,8","10,0","9,4","10,0","4,0",0,,,,,,,,,,,,,1
RA-1523,"6,7","9,3","8,8","8,0","6,5",1,,,,,,,,,,,,,1
RA-1525,"7,9","8,3","5,6","6,5","5,5",0,,,,,,,,,,,,,1
RA-1526,"9,2","10,0","8,8","2,0","5,5",0,,,,,,,,,,,,,1
RA-1527,"9,2","10,0","7,5","9,0","7,0",0,,,,,,,,,,,,,1
RA-1528,"9,2","7,8","7,5","3,0","6,0",0,,,,,,,,,,,,,1
RA-1529,"6,7","7,4","7,5","6,0","5,5",-1,,,,,,,,,,,,,1
RA-1530,"0,0","2,5","8,1","1,5","7,0",0,,,,,,,,,,,,,1
RA-1531,"8,8","8,0","7,5","4,5","8,0",-1,,,,,,,,,,,,,1
RA-1532,"0,0","3,9","7,5","0,0","6,0",-1,,,,,,,,,,,,,1
RA-1533,"9,2","9,7","8,1","10,0","8,5",0,,,,,,,,,,,,,1
RA-1534,"7,9","9,7","8,1","2,0","1,5",0,,,,,,,,,,,,,1
RA-1535,"8,8","5,1","7,5","7,5","5,5",0,,,,,,,,,,,,,1
RA-1536,"9,2","8,7","8,1","10,0","3,5",-1,,,,,,,,,,,,,1
RA-1537,"9,2","8,3","8,1","10,0","6,0",-1,,,,,,,,,,,,,1
RA-1538,"9,2","7,9","8,1","7,5","6,0",1,,,,,,,,,,,,,1
RA-1539,"6,7","9,0","6,9","6,0","7,0",0,,,,,,,,,,,,,1
RA-1540,"8,3","5,0","7,5","2,0","2,0",-1,,,,,,,,,,,,,1
RA-1541,"9,2","8,6","6,9","9,0","7,0",0,,,,,,,,,,,,,1
RA-1542,"7,5","6,3","8,1","1,0","3,5",-2,,,,,,,,,,,,,1
RA-1543,"7,5","8,1","7,5","6,0","4,0",-1,,,,,,,,,,,,,1
RA-1544,"8,3","8,7","6,9","5,5","5,5",-1,,,,,,,,,,,,,1
RA-1545,"7,5","6,2","8,1","8,0","6,5",0,,,,,,,,,,,,,1
RA-1546,"8,3","6,4","8,8","5,0","3,0",0,,,,,,,,,,,,,1
RA-1547,"7,9","6,5","8,1","9,5","6,0",-1,,,,,,,,,,,,,1
RA-1548,"8,3","5,2","7,5","9,0","4,5",0,,,,,,,,,,,,,1
RA-1549,"9,6","7,4","7,5","5,5","3,0",-2,,,,,,,,,,,,,1
RA-1550,"9,6","5,2","7,5","5,0","3,0",-1,,,,,,,,,,,,,1
RA-1551,"9,6","4,8","7,5","1,0","5,5",-2,,,,,,,,,,,,,1
RA-1552,"9,6","9,7","7,5","1,0","4,5",0,,,,,,,,,,,,,1
RA-1553,"8,3","9,0","7,5","6,0","5,0",0,,,,,,,,,,,,,1
RA-1555,"8,3","10,0","6,3","9,0","0,0",0,,,,,,,,,,,,,1
RA-1558,"9,2","8,7","8,8","5,0","5,5",-1,,,,,,,,,,,,,1
RA-1559,"7,9","5,3","6,9","8,0","0,0",-1,,,,,,,,,,,,,1
RA-1560,"9,2","9,2","5,6","6,0","8,5",1,,,,,,,,,,,,,1
RA-1561,"9,6","9,2","5,0","8,5","8,5",-1,,,,,,,,,,,,,1
RA-1563,"8,8","8,3","7,5","5,0","7,5",-1,,,,,,,,,,,,,1
RA-1564,"8,3","4,9","6,9","1,0","3,5",-1,,,,,,,,,,,,,1
RA-1565,"0,0","8,1","7,5","7,0","3,0",-1,,,,,,,,,,,,,1
RA-1566,"9,2","9,2","7,5","3,0","8,0",-2,,,,,,,,,,,,,1
RA-1567,"8,3","8,8","7,5","5,0","9,5",-2,,,,,,,,,,,,,1
RA-1568,"9,2","7,5","7,5","7,5","7,5",-1,,,,,,,,,,,,,1
RA-1569,"6,7","7,1","6,3","2,0","3,0",-2,,,,,,,,,,,,,1
RA-1570,"9,6","7,5","7,5","6,5","9,0",-1,,,,,,,,,,,,,1
RA-1571,"8,3","9,1","5,0","5,0","6,0",-1,,,,,,,,,,,,,1
RA-1572,"9,2","9,8","7,5","7,5","6,5",-1,,,,,,,,,,,,,1
RA-1573,"9,2","6,1","6,3","0,0","6,0",-1,,,,,,,,,,,,,1
RA-1574,"8,8","8,4","7,5","7,0","6,0",-1,,,,,,,,,,,,,1
RA-1575,"9,2","8,6","6,9","0,0","7,5",-1,,,,,,,,,,,,,1
RA-1576,"8,3","9,5","5,6","7,5","4,5",-1,,,,,,,,,,,,,1
RA-1577,"10,0","5,0","7,5","4,0","7,0",-1,,,,,,,,,,,,,1
RA-1578,"8,3","6,8","7,5","6,0","6,0",1,,,,,,,,,,,,,1
RA-1579,"8,8","9,1","5,6","7,5","6,0",-2,,,,,,,,,,,,,1
RA-1580,"8,8","9,0","7,5","5,0","7,5",-1,,,,,,,,,,,,,1
RA-1581,"8,3","7,8","6,3","7,0","4,5",-1,,,,,,,,,,,,,1
RA-1582,"8,3","8,1","6,3","7,0","2,0",-1,,,,,,,,,,,,,1
RA-1583,"7,9","7,8","6,3","8,0","6,5",-1,,,,,,,,,,,,,1
RA-1584,"8,3","9,2","7,5","6,0","5,5",-1,,,,,,,,,,,,,1
RA-1585,"10,0","6,8","7,5","5,0","3,0",-1,,,,,,,,,,,,,1
RA-1586,"10,0","6,1","5,0","3,5","5,5",-1,,,,,,,,,,,,,1
RA-1587,"9,2","10,0","7,5","7,5","0,0",-2,,,,,,,,,,,,,1
RA-1588,"7,9","8,6","7,5","3,5","4,5",0,,,,,,,,,,,,,1
RA-1589,"0,0","6,3","7,5","3,0","2,0",-1,,,,,,,,,,,,,1
RA-1590,"7,9","8,3","7,5","8,5","8,0",-1,,,,,,,,,,,,,1
RA-1591,"7,1","6,4","7,5","3,0","4,5",-2,,,,,,,,,,,,,1
RA-1592,"7,9","6,9","7,5","4,0","7,5",-1,,,,,,,,,,,,,1
RA-1593,"6,2","4,9","6,3","9,0","6,5",-1,,,,,,,,,,,,,1
RA-1594,"9,6","6,1","6,3","1,0","4,0",-2,,,,,,,,,,,,,1
RA-1595,"8,3","7,9","6,3","3,0","0,0",0,,,,,,,,,,,,,1
RA-1596,"8,8","10,0","7,5","5,0","0,0",-2,,,,,,,,,,,,,1
RA-1597,"7,5","8,4","7,5","2,0","0,0",-1,,,,,,,,,,,,,1
RA-1598,"9,6","8,9","7,5","7,5","7,5",0,,,,,,,,,,,,,1
RA-1599,"8,3","9,7","7,5","7,0","6,0",-2,,,,,,,,,,,,,1
RA-1600,"8,8","8,4","6,3","5,0","2,0",-2,,,,,,,,,,,,,1
RA-1601,"8,8","7,0","7,5","5,0","5,0",-1,,,,,,,,,,,,,1
RA-1602,"7,9","8,8","7,5","9,5","2,0",0,,,,,,,,,,,,,1
RA-1603,"7,5","9,3","7,5","8,5","7,0",-1,,,,,,,,,,,,,1
RA-1604,"9,2","7,8","7,5","10,0","5,5",-1,,,,,,,,,,,,,1
RA-1605,"0,0","5,1","7,5","0,0","7,5",-1,,,,,,,,,,,,,1
RA-1606,"8,3","5,1","7,5","7,5","0,0",-2,,,,,,,,,,,,,1
RA-1608,"8,8","7,2","7,5","8,5","3,5",0,,,,,,,,,,,,,1
RA-1609,"8,3","9,7","7,5","6,0","4,0",-2,,,,,,,,,,,,,1
RA-1610,"9,2","7,8","7,5","4,0","2,0",-2,,,,,,,,,,,,,1
RA-1611,"7,1","8,4","7,5","2,0","2,5",-2,,,,,,,,,,,,,1
RA-1612,"6,7","8,5","7,5","5,0","6,5",-2,,,,,,,,,,,,,1
RA-1188,"9,2","10,0","7,5","7,0","6,0",-1,,,,,,,,,,,,,1
RA-1613,"8,3","7,1","7,5","0,0","1,0",-2,,,,,,,,,,,,,1
RA-1189,"9,6","8,7","7,5","7,0","7,0",-1,,,,,,,,,,,,,1
RA-1614,"7,5","6,6","7,5","5,0","5,5",-1,,,,,,,,,,,,,1
RA-1615,"7,9","9,8","7,5","8,0","7,0",0,,,,,,,,,,,,,1
RA-1616,"8,3","8,4","7,5","5,5","6,5",-1,,,,,,,,,,,,,1
RA-1617,"0,0","5,6","7,5","0,5","6,0",-1,,,,,,,,,,,,,1
RA-1618,"8,3","7,9","7,5","5,0","7,0",-1,,,,,,,,,,,,,1
RA-1619,"7,5","9,3","7,5","4,0","4,5",1,,,,,,,,,,,,,1
RA-1620,"8,8","6,7","7,5","5,5","7,0",-1,,,,,,,,,,,,,1
RA-1621,"7,9","10,0","6,3","7,5","7,5",-1,,,,,,,,,,,,,1
RA-1622,"8,3","10,0","7,5","10,0","9,0",-1,,,,,,,,,,,,,1
RA-1623,"9,2","8,5","6,3","5,5","2,5",0,,,,,,,,,,,,,1
RA-1624,"7,9","9,5","7,5","8,0","5,5",-1,,,,,,,,,,,,,1
RA-1625,"7,5","7,1","7,5","3,0","2,0",0,,,,,,,,,,,,,1
RA-1626,"8,8","9,7","7,5","5,5","6,5",0,,,,,,,,,,,,,1
RA-1627,"7,1","7,8","7,5","6,0","7,5",-1,,,,,,,,,,,,,1
RA-1628,"8,3","8,5","7,5","3,0","5,0",0,,,,,,,,,,,,,1
RA-1629,"9,6","8,6","7,5","8,8","3,0",-1,,,,,,,,,,,,,1
RA-1630,"8,3","9,8","7,5","9,0","9,0",0,,,,,,,,,,,,,1
RA-1631,"9,6","10,0","7,5","5,0","6,5",-1,,,,,,,,,,,,,1
RA-1632,"9,2","10,0","7,5","9,0","6,0",0,,,,,,,,,,,,,1
RA-1230,"7,9","0,0","7,2","0,0","0,0",0,,,,,,,,,,,,,1
RA-1226,"8,3","9,0","6,9","6,0","6,2",0,,,,,,,,,,,,,1
RA-1227,"8,8","0,0","7,2","0,0","0,0",0,,,,,,,,,,,,,1
RA-1228,"8,8","0,0","7,5","0,0","0,0",0,,,,,,,,,,,,,1
RA-1229,"9,2","0,0","6,6","0,0","0,0",0,,,,,,,,,,,,,1
